admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
South Choiseul,SB010101,,,,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
North West Choiseul,SB010102,,,,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
East Choiseul,SB010103,,,,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Shortland Islands,SB020204,,,,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
North Vella la Vella,SB020205,,,,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
South Vella la Vella,SB020206,,,,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Ranongga-Simbo,SB020207,,,,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Gizo-Kolombangara,SB020208,,,,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
West New Georgia-Vonavona,SB020209,,,,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
North New Georgia,SB020210,,,,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
South New Georgia-Rendova,SB020211,,,,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Marovo,SB020212,,,,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Hograno-Kia-Havulei,SB030313,,,,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Marigne-Kokota,SB030314,,,,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Gao-Bugotu,SB030315,,,,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Nggela,SB040430,,,,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
Savo-Russull Islands,SB040431,,,,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
Rennell-Bellona,SB050532,,,,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
North West Guadalcanl,SB060633,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
West Guadalcanal,SB060634,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
South Guadalcanal,SB060635,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
East Guadalcanal,SB060636,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
East-Central,SB060637,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
North-East,SB060638,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
North Guadalcanal,SB060639,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Central Guadalcanal,SB060640,,,,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
North Malaita,SB070716,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Lau-Mbaelela,SB070717,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Baegu-Asifola,SB070718,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Fataleka,SB070719,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
West Kwara'ae,SB070720,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Central Kwara'ae,SB070721,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
East Malaita,SB070722,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Auki-Langalanga,SB070723,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
East Kwaio,SB070724,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
West Kwaio,SB070725,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
East AreAre,SB070726,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
West Areare,SB070727,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Small Malaita,SB070728,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Malaita Outer Island,SB070729,,,,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
West Makira,SB080844,,,,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Central Makira,SB080845,,,,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
East Makira,SB080846,,,,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Ulawa-Ugi,SB080847,,,,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Temotu Pele,SB090948,,,,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Temotu-Nende,SB090949,,,,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Temotu Vatu,SB090950,,,,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
East Honiara,SB101041,,,,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Central Honiara,SB101042,,,,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
West Honiara,SB101043,,,,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
